id,name,now_cost,position,team,red_cards,transfers_in_event,assists,saves,transfers_out,bonus,clean_sheets_per_90,cost_change_start,cost_change_event,starts,corners_and_indirect_freekicks_order,direct_freekicks_order,selected_rank_type,expected_goal_involvements_per_90,now_cost_rank,goals_conceded_per_90,ict_index_rank_type,selected_rank,form_rank_type,creativity_rank_type,ep_this,cost_change_event_fall,points_per_game_rank,ict_index,threat,ict_index_rank,now_cost_rank_type,expected_assists_per_90,influence_rank_type,expected_goals_conceded,chance_of_playing_this_round,penalties_missed,web_name,selected_by_percent,expected_goals_per_90,chance_of_playing_next_round,saves_per_90,points_per_game_rank_type,clean_sheets,threat_rank_type,own_goals,expected_goals,news,news_added,form_rank,penalties_order,value_form,transfers_in,form,creativity,value_season,bps,goals_conceded,yellow_cards,goals_scored,expected_goal_involvements,influence_rank,creativity_rank,points_per_game,influence,minutes,penalties_saved,status,expected_assists,transfers_out_event,starts_per_90,threat_rank,cost_change_start_fall,dreamteam_count,in_dreamteam,ep_next,event_points,total_points,expected_goals_conceded_per_90
55,Jacob Ramsey,59,MID,Aston Villa,0,27,0,0,15487,0,0.0,-1,0,0,,,152,0.44,69,0.0,162,464,315,201,0.0,0,100,7.4,28.0,357,43,0.08,138,0.73,0.0,0,J.Ramsey,0.1,0.36,0.0,0.0,45,0,137,0,0.19,Foot injury - Expected back 26 Nov,2023-10-04T15:30:08.354887Z,725,,0.0,7184,0.0,1.6,1.2,21,0,0,1,0.23,317,403,3.5,43.8,48,0,i,0.04,114,0.0,261,1,0,False,0.0,0,7,1.37
56,Morgan Sanson,45,MID,Aston Villa,0,0,0,0,582,0,0.0,0,0,0,,,294,0.0,365,0.0,246,707,218,243,0.0,0,627,0.0,0.0,621,223,0.0,242,0.00,0.0,0,Sanson,0.0,0.0,0.0,0.0,250,0,238,0,0.00,Joined OGC Nice on a season-long loan,2023-07-26T11:26:30.137805Z,575,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,615,611,0.0,0.0,0,0,u,0.00,4,0.0,599,0,0,False,0.0,0,0,0.0
57,Viljami Sinisalo,40,GKP,Aston Villa,0,0,0,0,325,0,0.0,0,0,0,,,84,0.0,661,0.0,62,711,61,46,0.0,0,527,0.0,0.0,523,54,0.0,62,0.00,0.0,0,Sinisalo,0.0,0.0,0.0,0.0,62,0,39,0,0.00,Joined Exeter City on a season-long loan,2023-07-20T08:38:58.947431Z,452,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,516,501,0.0,0.0,0,0,u,0.00,4,0.0,477,0,0,False,0.0,0,0,0.0
58,Youri Tielemans,57,MID,Aston Villa,0,353,1,0,83326,0,0.0,-3,0,1,,,74,0.27,83,1.6,132,234,79,117,2.0,0,340,14.3,28.0,292,51,0.2,128,5.14,,0,Tielemans,0.5,0.07,,0.0,161,0,136,0,0.22,,,169,,0.4,16591,2.0,60.9,2.8,70,5,0,0,0.83,299,201,1.3,53.4,281,0,a,0.61,682,0.32,260,3,0,False,2.0,2,16,1.65
59,Bertrand Traoré,50,MID,Aston Villa,0,39,0,0,2738,0,0.0,0,0,0,,,228,0.0,175,0.0,209,596,177,303,0.2,0,426,0.3,0.0,447,107,0.0,200,0.77,100.0,0,Bertrand Traoré,0.0,0.0,100.0,0.0,209,0,302,0,0.00,,2023-09-01T15:29:59.576149Z,368,,0.0,1345,0.2,0.0,0.4,6,0,0,0,0.00,434,710,1.0,3.0,10,0,a,0.00,53,0.0,707,0,0,False,0.2,0,2,6.93
60,Ollie Watkins,84,FWD,Aston Villa,0,54233,8,0,1645140,9,0.17,4,0,12,,,2,0.73,8,1.47,2,5,6,2,5.2,0,4,110.4,515.0,4,3,0.13,2,15.02,,0,Watkins,43.4,0.6,,0.0,2,2,2,0,6.89,,,29,2.0,0.6,3571525,5.2,240.3,9.5,268,17,1,6,8.44,9,32,6.7,348.4,1040,0,a,1.55,55173,1.04,2,-4,2,True,5.2,6,80,1.3
61,Wesley Moraes Ferreira da Silva,50,FWD,Aston Villa,0,0,0,0,762,0,0.0,0,0,0,,,94,0.0,193,0.0,85,704,83,86,0.0,0,718,0.0,0.0,718,44,0.0,85,0.00,0.0,0,Wesley,0.0,0.0,0.0,0.0,86,0,85,0,0.00,Permanent transfer to Stoke,2023-07-31T07:08:09.572672Z,698,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,718,716,0.0,0.0,0,0,u,0.00,9,0.0,713,0,0,False,0.0,0,0,0.0
584,Pau Torres,46,DEF,Aston Villa,0,5140,0,0,190216,4,0.17,1,0,11,,,36,0.06,345,1.29,37,89,57,46,1.8,0,113,33.7,59.0,138,47,0.02,32,14.63,,0,Pau,3.9,0.04,,0.0,36,2,41,0,0.46,,,181,,0.4,329714,1.8,70.8,8.3,201,15,0,1,0.75,92,175,3.2,206.6,1049,0,a,0.29,7566,0.94,184,-1,1,False,1.8,2,38,1.26
599,Moussa Diaby,68,MID,Aston Villa,0,36272,6,0,1021469,5,0.29,3,0,12,,,9,0.47,37,1.43,14,22,11,18,5.8,0,16,82.9,314.0,19,21,0.21,25,12.62,100.0,0,Diaby,15.1,0.26,100.0,0.0,9,3,12,0,2.77,,2023-09-30T23:00:09.545623Z,21,,0.9,1851041,5.8,284.6,9.6,199,15,0,3,5.02,67,23,5.4,229.6,944,0,a,2.25,26576,1.14,20,-3,2,False,5.8,6,65,1.2
618,Omari Kellyman,45,MID,Aston Villa,0,110,0,0,5514,0,0.0,0,0,0,,,161,0.0,460,0.0,280,481,257,278,0.0,0,683,0.0,0.0,681,268,0.0,276,0.00,,0,Kellyman,0.1,0.0,,0.0,282,0,274,0,0.00,,,643,,0.0,5931,0.0,0.0,0.0,0,0,0,0,0.00,675,672,0.0,0.0,0,0,a,0.00,148,0.0,664,0,0,False,0.0,0,0,0.0
670,Filip Marschall,40,GKP,Aston Villa,0,57,0,0,1111,0,0.0,0,0,0,,,76,0.0,677,0.0,67,577,66,51,0.0,0,542,0.0,0.0,537,59,0.0,67,0.00,,0,Marschall,0.0,0.0,,0.0,67,0,44,0,0.00,,,467,,0.0,1925,0.0,0.0,0.0,0,0,0,0,0.00,530,515,0.0,0.0,0,0,a,0.00,44,0.0,492,0,0,False,0.0,0,0,0.0
672,Nicolò Zaniolo,55,MID,Aston Villa,0,88,0,0,8536,0,0.21,0,0,6,,,162,0.42,106,0.86,86,482,142,108,0.8,0,360,29.4,196.0,175,66,0.11,151,5.31,,0,Zaniolo,0.1,0.31,,0.0,172,1,28,0,1.47,,,294,,0.1,10910,0.8,71.0,1.8,-10,4,2,0,2.00,348,174,1.1,30.4,421,0,a,0.53,275,1.28,45,0,0,False,0.8,0,10,1.14
686,Oliwier Zych,40,GKP,Aston Villa,0,0,0,0,4878,0,0.0,0,0,0,,,64,0.0,698,0.0,75,479,74,59,0.0,0,558,0.0,0.0,553,67,0.0,75,0.00,0.0,0,Zych,0.1,0.0,0.0,0.0,75,0,52,0,0.00,On loan to Puszcza Niepolomice,2023-09-11T14:12:20.141802Z,484,,0.0,6697,0.0,0.0,0.0,0,0,0,0,0.00,547,531,0.0,0.0,0,0,u,0.00,75,0.0,509,0,0,False,0.0,0,0,0.0
699,Clément Lenglet,45,DEF,Aston Villa,0,298,0,0,2952,0,0.0,0,0,0,,,190,0.0,371,0.0,235,498,221,235,0.0,0,630,0.0,0.0,624,64,0.0,235,0.00,,0,Lenglet,0.1,0.0,,0.0,233,0,233,0,0.00,,,579,,0.0,5166,0.0,0.0,0.0,0,0,0,0,0.00,618,614,0.0,0.0,0,0,a,0.00,212,0.0,602,0,0,False,0.0,0,0,0.0
62,Jaidon Anthony,49,MID,Bournemouth,0,0,0,0,12257,0,0.0,-1,0,2,,,176,0.05,266,2.98,190,511,288,191,0.0,0,423,3.0,16.0,407,169,0.01,187,4.44,0.0,0,Anthony,0.0,0.04,0.0,0.0,206,0,160,0,0.07,Season-long loan to Leeds United,2023-09-03T20:09:06.556250Z,685,,0.0,1618,0.0,4.6,0.6,4,5,1,0,0.09,412,383,1.0,9.0,151,0,u,0.02,56,1.19,318,1,0,False,0.0,0,3,2.65
63,Philip Billing,52,MID,Bournemouth,0,350,1,0,72835,3,0.1,-3,0,11,,1.0,86,0.25,155,2.32,44,264,32,48,3.3,0,148,49.3,138.0,69,97,0.1,39,21.68,100.0,0,Billing,0.4,0.15,75.0,0.0,62,1,48,0,1.55,Knock - 75% chance of playing,2023-11-12T02:30:08.229472Z,63,,0.7,34239,3.8,162.7,6.2,126,24,2,1,2.59,105,65,2.9,193.8,931,0,d,1.04,1899,1.06,78,3,0,False,3.2,0,32,2.1
64,David Brooks,49,MID,Bournemouth,0,44,0,0,11939,2,0.0,-1,0,2,5.0,,143,0.81,229,1.21,108,439,174,103,-0.3,0,260,22.8,83.0,218,146,0.15,116,4.45,,0,Brooks,0.1,0.66,,0.0,115,0,85,0,1.64,,,364,,0.0,8491,0.2,82.0,3.1,51,3,1,1,2.02,282,160,1.9,61.8,223,0,a,0.38,179,0.81,139,1,0,False,0.7,0,15,1.8
65,Ryan Christie,50,MID,Bournemouth,0,177,1,0,9230,0,0.21,0,0,11,,,173,0.17,182,2.27,45,502,72,36,1.5,0,220,48.9,154.0,70,111,0.11,64,19.16,100.0,0,Christie,0.1,0.06,100.0,0.0,94,2,39,0,0.54,,2023-08-06T23:30:05.398527Z,158,,0.4,10758,2.0,202.6,5.2,102,22,0,0,1.56,171,46,2.2,131.0,872,0,a,1.02,119,1.14,64,0,0,False,2.5,3,26,1.98
66,Lewis Cook,50,MID,Bournemouth,1,39,0,0,2474,0,0.29,0,0,7,3.0,,239,0.05,181,2.2,117,615,293,98,-0.5,0,308,20.0,18.0,248,110,0.04,95,17.17,100.0,0,L.Cook,0.0,0.01,100.0,0.0,143,2,154,0,0.07,,2023-10-21T17:30:07.277985Z,692,,0.0,909,0.0,88.6,2.4,91,15,1,0,0.36,239,149,1.5,93.2,614,0,a,0.29,31,1.03,301,0,0,False,0.5,2,12,2.52
67,Siriki Dembélé,45,MID,Bournemouth,0,0,0,0,364,0,0.0,0,0,0,,,305,0.0,398,0.0,251,724,223,248,0.0,0,642,0.0,0.0,636,229,0.0,247,0.00,0.0,0,Siriki,0.0,0.0,0.0,0.0,255,0,243,0,0.00,Permanent Transfer to Birmingham,2023-07-17T06:20:36.127600Z,592,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,630,626,0.0,0.0,0,0,u,0.00,3,0.0,615,0,0,False,0.0,0,0,0.0
68,Ryan Fredericks,44,DEF,Bournemouth,0,5,0,0,2084,0,0.0,-1,0,0,,,224,0.0,480,0.0,223,653,202,223,0.0,0,586,0.0,0.0,580,93,0.0,224,0.00,0.0,0,Fredericks,0.0,0.0,0.0,0.0,221,0,221,0,0.00,Calf injury - Unknown return date,2023-08-06T23:30:05.414382Z,525,,0.0,608,0.0,0.0,0.0,0,0,0,0,0.00,574,563,0.0,0.0,0,0,i,0.00,13,0.0,548,1,0,False,0.0,0,0,0.0
69,James Hill,40,DEF,Bournemouth,0,0,0,0,19490,0,0.0,0,0,0,,,139,0.06,680,0.0,158,367,165,147,0.0,0,365,0.2,0.0,448,203,0.06,199,0.19,0.0,0,Hill,0.1,0.0,0.0,0.0,124,0,189,0,0.00,Season-long loan to Blackburn Rovers,2023-09-01T14:44:09.529285Z,470,,0.0,6669,0.0,1.8,0.2,1,0,0,0,0.01,533,399,1.0,0.0,15,0,u,0.01,162,0.0,495,0,0,False,0.0,0,1,1.14
70,Lloyd Kelly,45,DEF,Bournemouth,0,1951,0,0,3827,3,0.28,0,0,7,,,186,0.03,396,1.98,98,477,35,75,1.7,0,195,15.4,6.0,283,81,0.01,89,10.93,100.0,0,Kelly,0.1,0.02,100.0,0.0,67,2,132,0,0.12,,2023-09-25T14:30:07.504064Z,129,,0.5,5571,2.2,42.5,4.2,128,14,1,0,0.22,215,249,2.4,106.6,636,0,a,0.10,162,0.99,372,0,0,False,2.7,7,19,1.55
71,Gavin Kilkenny,44,MID,Bournemouth,0,53,0,0,6397,0,0.0,-1,0,0,,,150,0.0,542,0.0,239,461,209,235,-0.5,0,616,0.0,0.0,610,301,0.0,234,0.00,,0,Kilkenny,0.1,0.0,,0.0,243,0,229,0,0.00,,,560,,0.0,4028,0.0,0.0,0.0,0,0,0,0,0.00,603,594,0.0,0.0,0,0,a,0.00,82,0.0,580,1,0,False,0.5,0,0,0.0
72,Justin Kluivert,46,MID,Bournemouth,0,545,0,0,40112,0,0.22,-4,0,5,,,98,0.23,343,1.77,129,328,121,123,0.5,0,316,15.2,65.0,285,221,0.15,152,8.96,,0,Kluivert,0.2,0.08,,0.0,147,1,98,0,0.38,,,257,,0.2,11682,1.0,55.5,2.8,26,8,0,0,1.06,349,214,1.4,30.2,406,0,a,0.68,343,1.11,168,4,0,False,1.5,3,13,1.99
73,Jamal Lowe,49,MID,Bournemouth,0,0,0,0,1219,0,0.0,-1,0,0,,,273,0.0,231,0.0,295,673,279,293,0.0,0,701,0.0,0.0,700,147,0.0,294,0.00,0.0,0,Lowe,0.0,0.0,0.0,0.0,295,0,290,0,0.00,Season-long loan to  Swansea City,2023-09-02T08:49:08.357551Z,674,,0.0,81,0.0,0.0,0.0,0,0,0,0,0.00,698,695,0.0,0.0,0,0,u,0.00,10,0.0,691,1,0,False,0.0,0,0,0.0
74,Emiliano Marcondes,44,MID,Bournemouth,0,13,0,0,3053,0,0.0,-1,0,0,,,250,0.0,491,0.0,224,629,193,220,0.0,0,591,0.0,0.0,586,280,0.0,219,0.00,0.0,0,Marcondes,0.0,0.0,0.0,0.0,228,0,214,0,0.00,Foot injury - Unknown return date,2023-08-18T11:59:59.501058Z,530,,0.0,679,0.0,0.0,0.0,0,0,0,0,0.00,579,569,0.0,0.0,0,0,i,0.00,22,0.0,555,1,0,False,0.0,0,0,0.0
75,Chris Mepham,43,DEF,Bournemouth,0,34,0,0,5761,0,0.0,-2,0,2,,,191,0.07,591,2.68,131,500,99,127,0.0,0,446,6.8,21.0,363,149,0.02,130,2.98,100.0,0,Mepham,0.1,0.05,100.0,0.0,145,0,91,0,0.09,,2023-09-26T18:00:07.515397Z,302,,0.1,1413,0.5,12.2,0.7,22,5,1,0,0.12,338,358,0.8,34.2,168,0,a,0.03,45,1.07,284,2,0,False,1.0,0,3,1.6
76,Kieffer Moore,47,FWD,Bournemouth,0,406,0,0,37694,0,0.0,-3,0,0,,,46,0.85,317,1.08,46,296,47,44,-0.3,0,402,6.3,45.0,366,62,0.34,50,1.69,,0,Moore,0.2,0.51,,0.0,51,0,44,0,0.47,,,359,,0.0,13533,0.2,17.2,1.1,10,1,0,0,0.78,433,332,1.0,3.0,83,0,a,0.31,556,0.0,212,3,0,False,0.7,0,5,1.83
77,Norberto Murara Neto,45,GKP,Bournemouth,0,5119,0,45,133643,7,0.2,0,0,10,,,21,0.0,356,2.0,4,160,9,72,1.7,0,66,34.4,0.0,130,16,0.0,4,21.83,75.0,0,Neto,1.2,0.0,100.0,4.5,6,2,67,0,0.00,,2023-10-27T13:30:07.907911Z,105,,0.6,152855,2.8,0.0,8.7,208,20,3,0,0.01,11,608,3.9,342.6,900,1,a,0.01,955,1.0,595,0,2,False,3.3,9,39,2.18
78,Dango Ouattara,47,MID,Bournemouth,0,38,0,0,4587,0,0.41,-3,-1,2,,,254,0.41,333,2.04,121,636,152,124,0.0,1,358,17.7,82.0,266,217,0.1,146,4.64,100.0,0,O.Dango,0.0,0.31,100.0,0.0,170,1,88,0,0.76,,2023-08-12T21:30:06.219128Z,321,,0.1,737,0.5,55.2,1.7,27,5,1,0,1.01,331,215,1.1,38.4,221,0,a,0.25,30,0.81,142,3,0,False,1.0,1,8,1.89
79,Ben Pearson,45,MID,Bournemouth,0,0,0,0,105,0,0.0,0,0,0,,,317,0.0,367,0.0,247,738,219,244,0.0,0,629,0.0,0.0,623,224,0.0,243,0.00,0.0,0,Pearson,0.0,0.0,0.0,0.0,251,0,239,0,0.00,Permanent transfer to Stoke City,2023-07-11T08:58:20.803049Z,577,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,617,613,0.0,0.0,0,0,u,0.00,1,0.0,601,0,0,False,0.0,0,0,0.0
80,Darren Randolph,40,GKP,Bournemouth,0,34,0,0,20774,0,0.0,0,0,0,,,31,0.0,616,0.0,47,242,45,30,-0.1,0,493,0.0,0.0,488,38,0.0,47,0.00,25.0,0,Randolph,0.5,0.0,25.0,0.0,47,0,23,0,0.00,Illness - 25% chance of playing,2023-10-28T18:00:07.926322Z,413,,0.0,6941,0.0,0.0,0.0,0,0,0,0,0.00,482,465,0.0,0.0,0,0,d,0.00,421,0.0,441,0,0,False,0.1,0,0,0.0
81,Joe Rothwell,48,MID,Bournemouth,0,24,0,0,1429,0,0.0,-2,0,3,4.0,,240,0.07,289,2.77,143,616,124,115,0.5,0,350,10.9,5.0,321,189,0.05,142,11.00,,0,Rothwell,0.0,0.02,,0.0,164,0,193,0,0.06,,,260,,0.2,619,1.0,61.8,2.3,48,11,0,0,0.26,327,198,1.2,41.6,358,0,a,0.20,20,0.75,380,2,0,False,1.5,1,11,2.77
82,Antoine Semenyo,45,FWD,Bournemouth,0,15750,1,0,308220,4,0.21,0,0,5,,,19,0.34,407,2.35,27,107,16,30,2.5,0,132,32.0,160.0,156,72,0.11,26,9.20,100.0,0,Semenyo,3.0,0.23,100.0,0.0,20,1,23,0,1.06,,2023-08-06T23:30:05.439700Z,90,,0.7,487161,3.0,61.4,6.0,75,11,1,2,1.58,229,199,3.0,100.0,421,0,a,0.52,5711,1.07,62,0,0,False,3.5,2,27,1.97
83,Marcos Senesi,43,DEF,Bournemouth,0,518,1,0,14704,0,0.16,-2,0,6,,,140,0.05,588,2.66,88,368,64,87,1.0,0,313,18.5,2.0,261,146,0.05,56,16.05,,0,Senesi,0.1,0.0,,0.0,102,1,143,0,0.00,,,206,,0.3,9495,1.5,34.6,3.3,103,17,2,0,0.35,151,276,1.4,146.6,575,0,a,0.35,95,0.94,393,2,0,False,2.0,5,14,2.51
84,Adam Smith,44,DEF,Bournemouth,0,78,0,0,2301,0,0.0,-1,0,1,,,212,0.12,476,3.03,135,600,101,110,0.0,0,375,4.8,2.0,378,90,0.12,141,3.93,100.0,0,Smith,0.0,0.0,100.0,0.0,132,0,144,0,0.00,,2023-08-06T23:30:05.454428Z,304,,0.1,1016,0.5,24.6,0.9,21,4,0,0,0.16,375,315,1.0,21.2,119,0,a,0.16,32,0.76,394,1,0,False,1.0,1,4,2.97
85,Dominic Solanke,64,FWD,Bournemouth,0,89150,1,0,362938,6,0.17,-1,0,12,,,18,0.5,51,2.11,4,101,2,5,5.5,0,36,85.9,424.0,17,18,0.06,3,23.58,100.0,0,Solanke,3.3,0.44,100.0,0.0,7,2,4,0,5.28,,2023-09-28T03:30:08.465399Z,17,1.0,0.9,390050,6.0,154.7,8.8,169,25,1,6,6.02,32,66,4.7,278.2,1068,0,a,0.74,3894,1.01,6,1,1,False,6.5,13,56,1.99
86,Marcus Tavernier,54,MID,Bournemouth,0,223,1,0,6898,0,0.29,-1,0,8,1.0,2.0,204,0.25,120,2.19,69,556,65,68,1.7,0,209,35.2,111.0,125,75,0.13,80,12.76,100.0,0,Tavernier,0.0,0.12,100.0,0.0,90,2,66,0,0.79,,2023-07-26T15:30:04.076941Z,138,,0.4,6329,2.2,128.1,3.9,84,15,0,0,1.65,204,94,2.3,112.6,617,0,a,0.86,58,1.17,106,1,0,False,2.7,3,21,1.86
87,Hamed Traorè,47,MID,Bournemouth,0,13,0,0,1734,0,0.0,-3,0,0,,,243,0.37,329,2.05,170,622,266,178,-0.5,0,405,5.7,30.0,370,213,0.02,178,0.84,,0,Hamed Traorè,0.0,0.35,,0.0,191,0,133,0,0.17,,,658,,0.0,506,0.0,14.8,0.6,10,1,0,0,0.18,392,344,1.0,12.8,44,0,a,0.01,18,0.0,256,3,0,False,0.5,0,3,1.72
88,Mark Travers,40,GKP,Bournemouth,0,0,0,0,8015,0,0.0,0,0,0,,,60,0.0,651,0.0,60,414,59,44,0.0,0,521,0.0,0.0,517,52,0.0,60,0.00,0.0,0,Travers,0.1,0.0,0.0,0.0,60,0,37,0,0.00,On loan to Stoke City for the season,2023-07-28T08:25:34.409705Z,445,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,510,495,0.0,0.0,0,0,u,0.00,89,0.0,471,0,0,False,0.0,0,0,0.0
89,Illia Zabarnyi,44,DEF,Bournemouth,0,664,0,0,14639,0,0.17,-1,0,12,,,153,0.03,549,2.25,63,397,53,131,1.3,0,294,23.4,16.0,214,124,0.01,31,24.59,,0,Zabarnyi,0.1,0.02,,0.0,97,2,106,0,0.28,,,176,,0.4,12930,1.8,10.2,4.3,182,27,2,0,0.36,89,364,1.6,208.6,1080,0,a,0.08,108,1.0,315,1,0,False,2.3,6,19,2.05
595,Milos Kerkez,44,DEF,Bournemouth,0,118,0,0,21342,0,0.11,-1,0,10,,,127,0.05,564,2.53,76,323,105,50,0.0,0,346,20.3,20.0,241,127,0.04,78,21.69,,0,Kerkez,0.2,0.01,,0.0,116,1,92,1,0.10,,,312,,0.1,14241,0.5,64.9,3.0,87,24,1,0,0.50,193,186,1.2,118.4,853,0,a,0.40,293,1.06,287,1,0,False,1.0,0,13,2.29
607,Ionuț Radu,44,GKP,Bournemouth,0,65,0,5,6862,0,0.0,-1,0,2,,,57,0.0,515,3.5,25,405,24,69,0.0,0,379,3.3,0.0,397,26,0.0,25,2.76,,0,Radu,0.1,0.0,,2.5,27,0,64,0,0.00,,,308,,0.1,3805,0.5,0.0,0.5,31,7,0,0,0.00,344,579,1.0,33.0,180,0,a,0.00,109,1.0,565,1,0,False,1.0,0,2,1.38
619,Ben Greenwood,40,DEF,Bournemouth,0,314,0,0,10996,0,0.0,0,0,0,,,134,0.0,684,0.0,200,340,167,198,-0.5,0,547,0.0,0.0,542,206,0.0,201,0.00,,0,Greenwood,0.2,0.0,,0.0,197,0,191,0,0.00,,,473,,0.0,10527,0.0,0.0,0.0,0,0,0,0,0.00,536,520,0.0,0.0,0,0,a,0.00,261,0.0,498,0,0,False,0.5,0,0,0.0
643,Max Aarons,45,DEF,Bournemouth,0,487,1,0,22318,0,0.19,0,0,11,,,121,0.07,393,2.28,57,309,26,28,2.3,0,253,26.5,20.0,196,79,0.07,54,21.05,,0,Aarons,0.2,0.0,75.0,0.0,84,2,93,0,0.02,Hamstring injury - 75% chance of playing,2023-11-12T02:00:10.361344Z,106,,0.6,27963,2.8,95.0,5.1,161,24,1,0,0.77,146,137,1.9,149.4,949,0,d,0.75,730,1.04,288,0,0,False,2.5,6,23,2.0
644,Alex Scott,49,MID,Bournemouth,0,4,0,0,1551,0,0.0,-1,0,3,2.0,3.0,280,0.07,270,2.38,179,682,139,172,0.0,0,424,4.3,10.0,386,172,0.04,171,2.35,0.0,0,Scott,0.0,0.03,0.0,0.0,207,0,178,0,0.07,Knee injury - Expected back 21 Jan,2023-11-04T19:30:09.474630Z,290,,0.2,1037,0.8,17.8,0.6,21,5,1,0,0.16,384,329,1.0,16.4,189,0,i,0.09,73,1.43,349,1,0,False,0.0,0,3,1.12
673,Tyler Adams,49,MID,Bournemouth,0,4,0,0,501,0,0.0,-1,0,0,,,304,0.0,244,0.0,299,721,283,297,0.0,0,705,0.0,0.0,704,157,0.0,298,0.00,0.0,0,Adams,0.0,0.0,0.0,0.0,299,0,295,0,0.00,Hamstring injury - Unknown return date,2023-10-05T08:30:09.546767Z,679,,0.0,532,0.0,0.0,0.0,0,0,0,0,0.00,702,700,0.0,0.0,0,0,i,0.00,15,0.0,697,1,0,False,0.0,0,0,0.0
705,Luis Sinisterra,55,MID,Bournemouth,0,186,0,0,1274,0,0.0,0,0,0,,,236,0.91,105,2.98,123,610,92,132,1.3,0,248,17.3,68.0,268,65,0.24,121,3.94,,0,Sinisterra,0.0,0.67,,0.0,110,0,96,0,0.90,,,197,,0.3,1702,1.8,46.0,1.8,32,4,0,1,1.22,289,239,2.0,58.4,121,0,a,0.32,53,0.0,164,0,0,False,2.3,1,10,2.93
90,Kristoffer Ajer,45,DEF,Brentford,0,736,1,0,29759,1,0.28,0,0,7,,,103,0.35,377,1.71,44,266,22,29,2.5,0,226,30.8,102.0,164,67,0.26,83,10.31,100.0,0,Ajer,0.4,0.09,100.0,0.0,75,2,12,0,0.66,,2023-09-18T13:00:07.747658Z,88,,0.7,31486,3.0,93.8,4.7,114,12,3,0,2.51,203,139,2.1,113.2,633,0,a,1.85,779,1.0,114,0,0,False,2.5,0,21,1.47
91,Ellery Balcombe,39,GKP,Brentford,0,674,0,0,10979,0,0.0,-1,0,0,,,48,0.0,732,0.0,41,314,39,24,-0.5,0,482,0.0,0.0,477,83,0.0,41,0.00,,0,Balcombe,0.2,0.0,,0.0,41,0,17,0,0.00,,,401,,0.0,5306,0.0,0.0,0.0,0,0,0,0,0.00,471,454,0.0,0.0,0,0,a,0.00,151,0.0,429,1,0,False,-0.5,0,0,0.0
92,Shandon Baptiste,43,MID,Brentford,0,3538,0,0,240872,0,0.0,-2,0,0,,,65,0.05,595,0.0,210,194,186,214,-0.2,0,371,0.2,0.0,449,318,0.05,204,0.24,50.0,0,Baptiste,0.8,0.0,100.0,0.0,173,0,207,0,0.00,,2023-08-25T15:00:07.144362Z,516,,0.0,24651,0.0,0.0,0.2,3,0,0,0,0.01,438,556,1.0,2.2,18,0,a,0.01,1363,0.0,539,2,0,False,-0.5,0,1,1.2
93,Mads Bech Sørensen,40,DEF,Brentford,0,0,0,0,14032,0,0.0,0,0,0,,,162,0.0,650,0.0,184,413,148,182,0.0,0,520,0.0,0.0,516,182,0.0,184,0.00,0.0,0,Bech,0.1,0.0,0.0,0.0,180,0,173,0,0.00,Transferred to Midtjylland,2023-09-01T21:46:46.639465Z,444,,0.0,2309,0.0,0.0,0.0,0,0,0,0,0.00,509,494,0.0,0.0,0,0,u,0.00,110,0.0,470,0,0,False,0.0,0,0,0.0
94,Mads Bidstrup,45,MID,Brentford,0,0,0,0,125,0,0.0,0,0,0,,,312,0.0,428,0.0,267,732,240,264,0.0,0,663,0.0,0.0,659,247,0.0,263,0.00,0.0,0,Bidstrup,0.0,0.0,0.0,0.0,270,0,259,0,0.00,Transfer to Red Bull Salzburg on a permanent basis,2023-07-19T08:50:35.624414Z,616,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,653,649,0.0,0.0,0,0,u,0.00,1,0.0,639,0,0,False,0.0,0,0,0.0
95,Sergi Canós Tenés,50,MID,Brentford,0,0,0,0,3713,0,0.0,0,0,0,,,262,0.0,188,0.0,308,652,297,307,0.0,0,717,0.0,0.0,717,117,0.0,308,0.00,0.0,0,Canós,0.0,0.0,0.0,0.0,308,0,306,0,0.00,Permanent transfer to Valencia,2023-08-21T08:27:40.363072Z,696,,0.0,292,0.0,0.0,0.0,0,0,0,0,0.00,717,715,0.0,0.0,0,0,u,0.00,7,0.0,712,0,0,False,0.0,0,0,0.0
96,Nathan Collins,45,DEF,Brentford,0,8926,1,0,47294,3,0.27,0,0,11,,,74,0.1,404,1.35,20,188,5,69,5.3,0,108,42.0,99.0,95,82,0.05,9,14.48,,0,Collins,0.9,0.05,,0.0,35,3,14,0,0.55,,,19,,1.3,98144,5.8,47.7,8.9,219,15,2,1,1.10,35,236,3.3,271.2,999,0,a,0.55,2095,0.99,117,0,0,False,5.3,1,40,1.3
