id,name,now_cost,position,team,influence_rank_type,now_cost_rank,threat_rank_type,bps,points_per_game_rank,expected_assists_per_90,points_per_game_rank_type,total_points,transfers_in_event,transfers_out_event,form_rank,in_dreamteam,news,goals_conceded_per_90,expected_assists,corners_and_indirect_freekicks_order,expected_goals_conceded,cost_change_event_fall,form,minutes,chance_of_playing_next_round,expected_goals_conceded_per_90,starts,ep_next,web_name,selected_rank,points_per_game,assists,expected_goals_per_90,ict_index_rank,creativity_rank,chance_of_playing_this_round,status,penalties_saved,selected_by_percent,saves_per_90,saves,threat_rank,news_added,dreamteam_count,cost_change_event,transfers_in,ict_index_rank_type,influence_rank,direct_freekicks_order,event_points,goals_conceded,value_form,starts_per_90,expected_goal_involvements_per_90,selected_rank_type,cost_change_start,ep_this,penalties_missed,threat,red_cards,own_goals,clean_sheets_per_90,expected_goals,yellow_cards,creativity,ict_index,influence,expected_goal_involvements,penalties_order,clean_sheets,bonus,now_cost_rank_type,goals_scored,transfers_out,value_season,creativity_rank_type,cost_change_start_fall,form_rank_type
290,Trent Alexander-Arnold,79,DEF,Liverpool,61,13,28,193,85,0.21,21,38,9953,10782,35,False,,0.81,1.81,3.0,9.64,0,5.0,778,100.0,1.12,9,4.5,Alexander-Arnold,45,3.8,1,0.06,64,18,100.0,a,0,8.4,0.0,0,158,2023-09-04T05:00:07.856635Z,1,0,375893,9,160,1.0,7,7,0.6,1.04,0.27,13,-1,5.5,0,70.0,0,0,0.46,0.49,3,310.6,52.2,141.4,2.30,,4,4,1,0,1297147,4.8,4,1,10
291,Alisson Ramses Becker,56,GKP,Liverpool,10,89,85,271,35,0.0,1,56,28903,10256,8,True,,0.83,0.00,,14.33,0,7.0,1080,,1.19,12,6.5,A.Becker,30,4.7,0,0.0,154,365,,a,0,12.9,3.33,40,732,,3,0,642909,9,23,,7,10,1.3,1.0,0.0,6,1,7.5,0,0.0,0,0,0.33,0.00,1,10.1,32.4,314.4,0.00,,4,9,1,0,408819,10.0,2,-1,1
292,Stefan Bajcetic,47,MID,Liverpool,285,334,281,0,691,0.0,288,0,5,44,659,False,Calf injury - Unknown return date,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Bajcetic,575,0.0,0,0.0,689,684,0.0,i,0,0.0,0.0,0,677,2023-09-29T10:30:08.978098Z,0,0,983,287,686,,0,0,0.0,0.0,0.0,214,-3,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,218,0,4693,0.0,286,3,267
293,Darwin Núñez Ribeiro,75,FWD,Liverpool,7,21,6,170,25,0.14,5,54,43393,33360,27,False,,0.6,0.96,,7.65,0,5.2,596,,1.16,6,4.7,Darwin,20,4.9,6,0.78,25,113,,a,0,16.4,0.0,0,12,,1,0,1824875,7,53,,5,4,0.7,0.91,0.92,4,0,5.7,0,373.0,0,0,0.45,5.15,1,113.2,73.5,247.4,6.11,3.0,3,4,7,4,1597749,7.2,12,0,4
294,Diogo Teixeira da Silva,77,MID,Liverpool,48,18,13,131,71,0.09,36,43,15136,3798,34,False,,0.62,0.60,,6.59,0,5.0,579,100.0,1.02,7,4.5,Diogo J.,131,3.9,2,0.44,40,77,100.0,a,0,2.0,0.0,0,21,2023-09-30T23:00:08.714780Z,1,0,301921,29,119,,8,4,0.6,1.09,0.53,39,-3,5.5,0,313.0,1,0,0.47,2.80,1,144.3,63.8,182.0,3.40,,3,2,11,4,415667,5.6,57,3,17
295,Harvey Elliott,48,MID,Liverpool,134,305,111,62,305,0.37,140,15,296,490,184,False,,0.71,1.05,,3.55,0,1.8,254,,1.26,1,1.3,Elliott,339,1.5,2,0.11,269,164,,a,0,0.2,0.0,0,202,,0,0,13118,124,309,,1,2,0.4,0.35,0.48,101,-2,2.3,0,48.0,0,0,0.0,0.32,1,78.2,17.2,46.6,1.37,,0,0,200,0,21385,3.1,106,2,83
296,Fabio Henrique Tavares,50,MID,Liverpool,305,176,303,0,714,0.0,305,0,0,3,691,False,Permanent Transfer to Al-Ittihad,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Fabinho,684,0.0,0,0.0,714,711,0.0,u,0,0.0,0.0,0,708,2023-08-01T09:50:49.848998Z,0,0,0,305,714,,0,0,0.0,0.0,0.0,282,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,108,0,1079,0.0,304,0,292
297,Cody Gakpo,72,FWD,Liverpool,25,27,24,82,202,0.05,28,24,2419,3906,272,False,,1.18,0.25,,6.32,0,1.0,456,100.0,1.25,6,0.5,Gakpo,123,2.4,0,0.53,163,219,100.0,a,0,2.2,0.0,0,63,2023-10-01T02:00:08.267715Z,0,0,141319,29,228,,2,6,0.1,1.18,0.58,20,-3,1.5,0,158.0,0,0,0.2,2.67,0,53.8,30.9,100.8,2.92,,1,3,11,2,565019,3.3,35,3,34
298,Joe Gomez,45,DEF,Liverpool,95,372,78,104,205,0.02,70,23,695,2564,128,False,Knock - 75% chance of playing,0.54,0.13,,6.96,0,2.2,499,75.0,1.26,5,1.3,Gomez,232,2.3,0,0.09,220,132,,d,0,0.5,0.0,0,255,2023-11-13T01:00:09.440163Z,0,0,48937,65,232,,0,3,0.5,0.9,0.11,89,0,2.7,0,30.0,0,0,0.36,0.48,1,96.4,22.6,98.8,0.61,,2,1,65,0,42337,5.1,26,0,34
299,Jordan Henderson,50,MID,Liverpool,303,168,300,0,710,0.0,303,0,0,2,687,False,Permanent transfer to Al-Ettifaq,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Henderson,694,0.0,0,0.0,710,706,0.0,u,0,0.0,0.0,0,703,2023-07-28T08:28:45.116062Z,0,0,0,303,710,,0,0,0.0,0.0,0.0,285,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,104,0,785,0.0,301,0,290
300,Curtis Jones,49,MID,Liverpool,148,248,150,29,420,0.03,204,5,9,131,680,False,Hamstring injury - Expected back 25 Nov,1.29,0.08,,6.68,0,0.0,278,0.0,2.16,4,0.0,Jones,512,1.0,0,0.04,365,331,0.0,i,0,0.0,0.0,0,292,2023-11-05T22:00:08.905000Z,0,0,3046,167,340,,0,4,0.0,1.29,0.07,177,-1,0.0,0,20.0,1,0,0.32,0.11,1,17.6,6.7,34.0,0.19,,1,0,159,0,12303,1.0,173,1,284
301,Caoimhin Kelleher,39,GKP,Liverpool,37,726,13,0,477,0.0,37,0,555,323,396,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Kelleher,280,0.0,0,0.0,472,449,,a,0,0.3,0.0,0,424,,0,0,9878,37,466,,0,0,0.0,0.0,0.0,37,-1,0.5,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,79,0,11568,0.0,20,1,35
302,Ibrahima Konaté,49,DEF,Liverpool,81,245,117,107,187,0.02,63,20,3097,10411,82,False,Muscle injury - 75% chance of playing,0.96,0.08,,5.85,0,3.2,467,75.0,1.13,5,2.0,Konaté,135,2.5,0,0.01,275,271,100.0,d,0,1.7,0.0,0,338,2023-11-13T01:00:09.473296Z,0,0,186549,92,201,,0,5,0.7,0.96,0.03,56,-1,3.7,0,12.0,0,0,0.39,0.07,1,36.7,16.3,114.2,0.15,,2,0,30,0,205685,4.1,84,1,19
303,Luis Díaz,74,MID,Liverpool,66,24,26,108,101,0.15,46,39,9705,22365,87,False,,0.99,1.09,,8.77,0,3.2,638,,1.24,8,2.7,Luis Díaz,57,3.5,1,0.4,86,106,,a,0,6.9,0.0,0,43,,0,0,1312594,54,173,,1,7,0.4,1.13,0.55,20,-1,3.7,0,200.0,0,0,0.28,2.81,0,119.2,44.8,129.6,3.90,,2,1,14,3,1352229,5.3,78,1,46
304,Alexis Mac Allister,58,MID,Liverpool,59,79,161,118,287,0.11,132,19,574,9047,223,False,,0.92,1.06,,13.04,0,1.5,880,100.0,1.33,11,1.0,Mac Allister,104,1.7,1,0.01,158,67,0.0,a,0,3.1,0.0,0,319,2023-11-05T22:00:08.929781Z,0,0,136462,79,150,,0,9,0.3,1.12,0.12,28,-2,0.0,0,16.0,1,0,0.31,0.13,5,153.9,31.7,147.6,1.19,,3,1,49,0,941458,3.3,49,2,105
305,Joel Matip,49,DEF,Liverpool,69,221,77,118,197,0.02,68,19,1237,820,215,False,,0.87,0.11,,8.86,0,1.5,621,,1.28,7,1.0,Matip,238,2.4,0,0.07,251,281,,a,0,0.5,0.0,0,253,,0,0,59489,82,168,,5,6,0.3,1.01,0.09,91,-1,2.0,0,31.0,0,1,0.29,0.45,1,31.8,19.7,134.4,0.56,,2,0,28,0,52116,3.9,90,1,71
306,Nathaniel Phillips,40,DEF,Liverpool,179,641,168,0,512,0.0,175,0,0,131,435,False,Loaned to Celtic - expected back January,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Phillips,382,0.0,0,0.0,508,486,0.0,u,0,0.1,0.0,0,462,2023-09-01T07:23:15.190757Z,0,0,2433,179,501,,0,0,0.0,0.0,0.0,144,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,176,0,17112,0.0,177,0,142
307,Andrew Robertson,64,DEF,Liverpool,38,49,53,167,121,0.12,38,26,122,9023,730,False,Shoulder injury - Expected back 21 Jan,1.12,0.99,1.0,11.37,0,0.0,720,0.0,1.42,8,0.0,Robertson,114,3.2,0,0.06,62,24,0.0,i,0,2.6,0.0,0,209,2023-10-13T09:30:09.199189Z,1,0,466823,8,104,,0,9,0.0,1.0,0.18,47,-1,0.0,0,46.0,0,0,0.12,0.47,1,284.3,52.7,196.2,1.46,,1,3,3,1,682258,4.1,5,1,237
308,Mohamed Salah,130,MID,Liverpool,1,2,1,302,1,0.28,1,101,109783,7887,1,True,,0.78,3.29,,13.38,-1,10.5,1044,,1.15,12,10.0,Salah,4,8.4,4,0.75,2,12,,a,0,46.3,0.0,0,3,,3,1,2850544,1,2,4.0,16,9,0.8,1.03,1.03,2,5,11.0,1,509.0,0,0,0.34,8.74,1,357.3,134.7,479.0,12.03,2.0,4,14,1,10,1022609,7.8,8,-5,1
309,Dominik Szoboszlai,71,MID,Liverpool,30,29,51,236,54,0.22,29,50,13449,22052,26,False,,0.77,2.60,2.0,13.88,0,5.2,1055,,1.18,12,4.7,Szoboszlai,66,4.2,4,0.07,24,5,,a,0,6.4,0.0,0,83,,1,0,656011,17,79,2.0,3,9,0.7,1.02,0.29,21,1,5.7,0,134.0,0,0,0.43,0.81,1,410.5,76.5,220.4,3.41,,5,5,17,1,462434,7.0,4,-1,15
310,Thiago Alcántara do Nascimento,48,MID,Liverpool,287,280,283,0,694,0.0,290,0,17,92,663,False,Hip injury - Expected back 01 Jan,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Thiago,410,0.0,0,0.0,692,687,0.0,i,0,0.1,0.0,0,680,2023-08-25T09:30:07.201442Z,0,0,2005,289,689,,0,0,0.0,0.0,0.0,132,-2,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,180,0,19138,0.0,288,2,270
311,Konstantinos Tsimikas,47,DEF,Liverpool,111,322,109,98,9,0.27,2,29,93989,6236,7,False,,0.34,0.79,4.0,2.85,-1,7.0,268,,0.96,3,6.5,Tsimikas,35,5.8,2,0.01,249,110,,a,0,11.4,0.0,0,320,,1,1,1259646,81,275,,15,1,1.5,1.01,0.28,11,2,7.5,0,15.0,0,0,1.01,0.02,0,115.0,19.9,67.8,0.81,,3,3,39,0,115092,6.2,20,-2,2
312,Sepp van den Berg,40,DEF,Liverpool,194,670,184,0,535,0.0,191,0,0,29,460,False,Season long loan to Mainz 05,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Van den Berg,612,0.0,0,0.0,530,508,0.0,u,0,0.0,0.0,0,485,2023-07-17T06:21:35.145355Z,0,0,0,194,523,,0,0,0.0,0.0,0.0,214,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,198,0,2171,0.0,192,0,160
313,Virgil van Dijk,61,DEF,Liverpool,6,59,18,192,94,0.04,26,36,14383,15883,20,False,,0.97,0.35,,14.51,0,5.8,837,100.0,1.56,10,5.3,Virgil,46,3.6,2,0.08,85,167,75.0,a,0,8.1,0.0,0,143,2023-11-09T08:30:08.885661Z,0,0,465101,16,29,3.0,6,9,1.0,1.08,0.12,14,1,4.7,0,82.0,1,0,0.32,0.71,1,75.3,44.9,290.4,1.06,,3,5,4,0,688456,5.9,42,-1,6
626,Jarell Quansah,40,DEF,Liverpool,131,668,182,32,341,0.01,113,5,339,299,343,False,,0.78,0.01,,1.00,0,0.2,115,,0.78,1,-0.3,Quansah,388,1.2,0,0.0,390,392,,a,0,0.1,0.0,0,483,,0,0,12470,139,339,,1,1,0.0,0.78,0.01,146,0,0.7,0,0.0,0,0,0.0,0.00,0,2.4,3.7,34.0,0.01,,0,0,196,0,8627,1.2,144,0,112
627,Bobby Clark,45,MID,Liverpool,266,436,262,0,669,0.0,273,0,36,46,624,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Clark,599,0.0,0,0.0,666,655,,a,0,0.0,0.0,0,646,,0,0,1211,270,660,,0,0,0.0,0.0,0.0,229,0,0.5,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,251,0,1624,0.0,267,0,244
628,Ben Doak,44,MID,Liverpool,213,558,236,3,384,0.0,178,1,95,96,570,False,,0.0,0.00,,0.14,0,0.0,13,100.0,0.97,0,-0.5,Doak,528,1.0,0,0.0,457,410,100.0,a,0,0.0,0.0,0,590,2023-10-18T22:00:10.476427Z,0,0,4679,217,452,,0,0,0.0,0.0,0.0,187,-1,0.5,0,0.0,0,0,0.0,0.00,0,0.8,0.1,0.2,0.00,,0,0,312,0,6502,0.2,205,1,216
629,James McConnell,44,MID,Liverpool,209,556,234,3,383,0.0,177,1,63,40,353,False,,0.0,0.00,,0.01,0,0.2,1,,0.9,0,-0.3,McConnell,626,1.0,0,0.0,456,602,,a,0,0.0,0.0,0,588,,0,0,870,216,445,,1,0,0.0,0.0,0.0,247,-1,0.7,0,0.0,0,0,0.0,0.00,0,0.0,0.1,1.0,0.00,,0,0,310,0,1268,0.2,240,1,165
668,Wataru Endo,54,MID,Liverpool,159,116,315,30,339,0.02,160,9,206,177,268,False,,0.87,0.04,,4.91,0,1.0,206,,2.15,2,0.5,Endo,480,1.3,0,0.0,399,374,,a,0,0.1,0.0,0,724,,0,0,7703,185,360,,3,2,0.2,0.87,0.02,160,-1,1.5,0,0.0,0,0,0.44,0.00,0,6.7,3.3,27.2,0.04,,1,0,73,0,6800,1.7,188,1,128
708,Ryan Gravenberch,50,MID,Liverpool,137,206,94,47,317,0.05,148,10,101,1624,218,False,Knee injury - 50% chance of playing,1.0,0.16,,2.88,0,1.5,270,50.0,0.96,3,0.5,Gravenberch,385,1.4,0,0.29,279,244,50.0,d,0,0.1,0.0,0,159,2023-11-09T08:30:09.628354Z,0,0,23654,127,315,,0,3,0.3,1.0,0.34,124,0,1.0,0,69.0,0,0,0.33,0.87,0,44.1,15.7,44.2,1.03,,1,0,129,0,13824,2.0,135,0,101
726,Luke Chambers,40,DEF,Liverpool,198,678,188,0,543,0.0,195,0,97,69,468,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Chambers,634,0.0,0,0.0,538,516,,a,0,0.0,0.0,0,493,,0,0,1224,198,531,,0,0,0.0,0.0,0.0,217,0,0.5,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,202,0,520,0.0,196,0,164
728,Callum Scanlon,40,DEF,Liverpool,209,701,199,0,561,0.0,205,0,39,34,487,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Scanlon,700,0.0,0,0.0,556,534,,a,0,0.0,0.0,0,512,,0,0,297,208,550,,0,0,0.0,0.0,0.0,236,0,0.5,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,217,0,130,0.0,206,0,175
743,Treymaurice Nyoni,45,MID,Liverpool,281,467,279,0,688,0.0,286,0,13,1,648,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,0.7,Nyoni,742,0.0,0,0.0,687,677,,a,0,0.0,0.0,0,670,,0,0,13,285,681,,0,0,0.0,0.0,0.0,320,0,1.7,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,273,0,1,0.0,282,0,261
21,Albert Sambi Lokonga,49,MID,Luton,197,264,176,11,307,0.01,142,3,13,24,684,False,Hamstring injury - Expected back 25 Nov,1.38,0.01,,1.07,0,0.0,130,0.0,0.74,2,0.0,Sambi,627,1.5,0,0.04,409,353,0.0,i,0,0.0,0.0,0,347,2023-09-27T09:00:08.013871Z,0,0,1004,191,428,,0,2,0.0,1.38,0.05,248,-1,0.0,0,11.0,0,0,0.0,0.06,0,13.9,2.9,4.2,0.07,,0,0,168,0,2072,0.6,181,1,287
52,Marvelous Nakamba,44,MID,Luton,68,503,164,123,280,0.04,125,20,4890,3344,175,False,,1.87,0.48,,24.74,0,1.8,1060,,2.1,12,1.3,Nakamba,148,1.7,0,0.02,208,127,,a,0,1.5,0.0,0,326,,0,0,168002,102,175,,2,22,0.4,1.02,0.06,46,-1,0.8,0,14.0,0,0,0.0,0.18,4,101.2,24.5,127.8,0.66,,0,0,286,0,148260,4.5,89,1,80
314,Elijah Adebayo,48,FWD,Luton,29,293,32,70,217,0.05,31,26,1053,1702,154,False,,1.9,0.21,,7.08,0,2.0,378,,1.69,4,1.5,Adebayo,205,2.2,0,0.3,205,181,,a,0,0.7,0.0,0,116,,0,0,49530,31,245,,1,8,0.4,0.95,0.35,32,-2,1.0,0,100.0,0,0,0.0,1.25,0,68.0,25.4,85.2,1.46,2.0,0,2,59,2,90990,5.4,25,2,23
315,Mads Juel Andersen,40,DEF,Luton,82,645,79,68,211,0.0,71,13,41,3211,439,False,Hamstring injury - Unknown return date,1.46,0.00,,7.07,0,0.0,371,0.0,1.72,4,0.0,Andersen,179,2.2,0,0.06,291,398,0.0,i,0,1.0,0.0,0,262,2023-10-07T21:00:07.970294Z,0,0,198446,102,202,,0,6,0.0,0.97,0.06,70,0,0.0,0,27.0,0,0,0.0,0.26,1,1.8,14.3,113.2,0.26,,0,1,179,1,175730,3.2,146,0,145
316,Amari'i Bell,39,DEF,Luton,91,724,72,68,321,0.01,105,9,243,5793,394,False,Hamstring injury - Expected back 25 Nov,1.93,0.07,,11.75,0,0.0,560,0.0,1.89,7,0.0,Bell,103,1.3,0,0.06,284,336,0.0,i,0,3.2,0.0,0,246,2023-10-03T22:30:08.429028Z,0,0,104255,99,217,,0,12,0.0,1.12,0.07,44,-1,0.0,0,33.0,0,0,0.0,0.37,0,16.8,15.3,104.4,0.44,,0,0,230,0,582895,2.3,117,1,123
317,Luke Berry,47,MID,Luton,283,313,202,6,401,0.0,189,2,19,45,653,False,,3.46,0.00,,1.22,0,0.0,26,100.0,4.22,0,-0.5,Berry,555,1.0,0,0.0,453,681,0.0,a,0,0.0,0.0,0,402,2023-11-04T03:00:08.936884Z,0,0,1070,213,684,,0,1,0.0,0.0,0.0,203,-3,0.0,0,2.0,0,0,0.0,0.00,0,0.0,0.2,0.0,0.00,,0,0,204,0,5729,0.4,284,3,263
318,Reece Burke,40,DEF,Luton,70,635,42,79,290,0.03,94,13,15,451,341,False,Hamstring injury - Expected back 02 Dec,1.82,0.19,,12.33,0,0.2,595,0.0,1.87,7,0.0,Burke,360,1.6,1,0.06,202,168,0.0,i,0,0.1,0.0,0,193,2023-10-22T23:30:07.909991Z,0,0,24493,59,170,,0,12,0.0,1.06,0.09,136,0,0.0,0,51.0,0,0,0.0,0.37,1,73.8,25.6,131.2,0.56,,0,0,171,0,16269,3.2,43,0,110
319,Allan Campbell,49,MID,Luton,296,240,293,0,703,0.0,297,0,0,9,677,False,Season-long loan to Millwall,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Campbell,632,0.0,0,0.0,702,698,0.0,u,0,0.0,0.0,0,695,2023-09-01T15:34:04.323217Z,0,0,182,297,700,,0,0,0.0,0.0,0.0,252,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,154,0,3733,0.0,295,1,281
320,Jordan Clark,48,MID,Luton,194,285,284,4,408,0.0,194,1,12,16,361,False,,0.0,0.00,,0.30,0,0.2,17,100.0,1.59,0,-0.3,Clark,705,1.0,0,0.0,440,424,100.0,a,0,0.0,0.0,0,681,2023-08-06T23:30:05.803333Z,0,0,521,205,424,,1,0,0.0,0.0,0.0,292,-2,-0.8,0,0.0,0,0,0.0,0.00,0,0.3,0.6,5.8,0.00,,0,0,185,0,1431,0.2,212,2,171
321,Alfie Doughty,44,DEF,Luton,53,535,40,134,250,0.17,81,23,199,1002,229,False,Knock - 75% chance of playing,1.91,1.55,1.0,20.37,0,1.2,802,75.0,2.29,9,0.5,Doughty,300,1.9,1,0.04,48,9,100.0,d,0,0.2,0.0,0,183,2023-11-12T02:00:09.508262Z,0,0,29385,5,143,2.0,2,17,0.3,1.01,0.21,116,-1,0.2,0,59.0,0,0,0.0,0.32,1,371.6,58.4,153.8,1.87,,0,4,121,0,24103,5.2,2,1,74
322,Luke Freeman,49,MID,Luton,291,219,287,0,698,0.0,292,0,0,5,671,False,Released,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Freeman,678,0.0,0,0.0,697,691,0.0,u,0,0.0,0.0,0,687,2023-08-25T08:38:56.197815Z,0,0,59,292,695,,0,0,0.0,0.0,0.0,277,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,139,0,1875,0.0,290,1,276
323,Matt Macey,40,GKP,Luton,51,627,28,0,499,0.0,51,0,0,303,422,False,Released from contract,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Macey,288,0.0,0,0.0,495,473,0.0,u,0,0.3,0.0,0,449,2023-09-03T20:04:04.658822Z,0,0,1324,51,488,,0,0,0.0,0.0,0.0,40,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,43,0,37347,0.0,35,0,50
324,John McAtee,45,FWD,Luton,64,402,66,0,646,0.0,70,0,0,948,596,False,Season-long loan to Barnsley,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,McAtee,214,0.0,0,0.0,640,630,0.0,u,0,0.6,0.0,0,619,2023-08-28T08:17:07.837499Z,0,0,7174,66,634,,0,0,0.0,0.0,0.0,37,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,70,0,219424,0.0,67,0,64
325,Carlos Mendes Gomes,45,MID,Luton,256,415,252,0,654,0.0,264,0,0,4,604,False,Permanent transfer to Bolton Wanderers,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Mendes,683,0.0,0,0.0,648,638,0.0,u,0,0.0,0.0,0,628,2023-07-26T11:29:40.140241Z,0,0,0,260,642,,0,0,0.0,0.0,0.0,281,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,239,0,1389,0.0,257,0,232
326,Carlton Morris,53,FWD,Luton,16,136,10,119,78,0.06,13,45,5887,11826,164,False,,1.87,0.62,,24.38,1,2.0,1010,,2.17,12,1.5,Morris,94,3.8,1,0.35,51,120,,a,0,3.6,0.0,0,23,,2,-1,1024013,11,144,,2,21,0.4,1.07,0.41,16,-2,1.0,0,306.0,0,0,0.09,3.90,1,108.3,56.5,153.0,4.52,1.0,1,7,37,3,809537,8.5,14,2,24
327,Admiral Muskwe,45,FWD,Luton,59,373,61,0,631,0.0,65,0,0,87,580,False,Season-long loan to Exeter City,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Muskwe,440,0.0,0,0.0,625,615,0.0,u,0,0.1,0.0,0,603,2023-09-01T14:47:17.297340Z,0,0,1383,61,619,,0,0,0.0,0.0,0.0,64,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,65,0,17141,0.0,62,0,59
328,Chiedozie Ogbene,49,FWD,Luton,21,254,29,118,218,0.17,32,26,1233,520,73,False,,1.66,1.44,,18.77,0,3.5,759,,2.23,8,3.0,Ogbene,335,2.2,0,0.1,108,93,,a,0,0.2,0.0,0,82,,0,0,13883,18,199,,2,14,0.7,0.95,0.27,53,-1,2.5,0,134.0,0,0,0.12,0.87,0,128.3,38.0,116.8,2.31,,1,2,53,1,13799,5.3,7,1,14
329,Fred Onyedinma,50,MID,Luton,307,184,305,0,716,0.0,307,0,0,1,694,False,Season long loan to Rotherham,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Onyedinma,735,0.0,0,0.0,716,714,0.0,u,0,0.0,0.0,0,711,2023-07-31T07:05:08.472622Z,0,0,0,307,716,,0,0,0.0,0.0,0.0,314,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,113,0,198,0.0,306,0,295
330,Gabriel Osho,44,DEF,Luton,119,507,145,25,325,0.0,109,4,92,20,246,False,,1.53,0.00,,7.13,0,1.0,236,100.0,2.72,3,0.5,Osho,649,1.3,0,0.0,379,402,100.0,a,0,0.0,0.0,0,396,2023-08-04T11:00:04.319102Z,0,0,983,136,313,,2,4,0.2,1.14,0.0,223,-1,0.0,0,2.0,0,0,0.0,0.00,0,1.6,4.8,44.6,0.00,,0,0,107,0,1837,0.9,148,1,81
331,Aribim Pepple,45,FWD,Luton,72,434,74,0,667,0.0,76,0,0,79,622,False,Season long loan to Bromley,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Pepple,456,0.0,0,0.0,664,653,0.0,u,0,0.1,0.0,0,644,2023-08-21T08:33:51.407917Z,0,0,838,74,658,,0,0,0.0,0.0,0.0,67,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,79,0,16184,0.0,74,0,72
332,Dion Pereira,44,MID,Luton,229,532,224,0,611,0.0,238,0,0,85,555,False,Season-long loan to Sutton United,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Pereira,485,0.0,0,0.0,605,589,0.0,u,0,0.1,0.0,0,575,2023-09-01T14:46:43.900668Z,0,0,1744,234,598,,0,0,0.0,0.0,0.0,164,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,295,0,16390,0.0,230,1,204
333,Dan Potts,39,DEF,Luton,163,720,150,0,473,0.0,159,0,174,162,391,False,Ankle injury - Expected back 25 Nov,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Potts,467,0.0,0,0.0,468,444,0.0,i,0,0.1,0.0,0,419,2023-08-06T23:30:05.828555Z,0,0,4317,162,462,,0,0,0.0,0.0,0.0,181,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,229,0,7139,0.0,160,1,122
334,Glen Rea,44,MID,Luton,222,495,217,0,594,0.0,231,0,0,36,533,False,Released from contract,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Rea,579,0.0,0,0.0,589,572,0.0,u,0,0.0,0.0,0,558,2023-09-03T20:07:55.555731Z,0,0,883,227,582,,0,0,0.0,0.0,0.0,216,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,284,0,4883,0.0,223,1,196
